address,latitude,longitude
"부산광역시 동구 범일로90번길 12-1, (범일동)",0,0
"부산광역시 동구 조방로 14, 범일동동일타워 115(범일동)",0,0
부산광역시 동구 중앙대로 357 (수정동) 협성휴포레부산진역APT,0,0
"부산광역시 동구 망양로 836, (수정동) 1층",0,0
부산광역시 동구 수정로 28-1 1층,0,0
부산광역시 동구 진성로 75-2,0,0
부산광역시 동구 홍곡로 47,0,0
부산광역시 동구 중앙대로 357 (수정동) 협성휴포레부산진역APT,0,0
부산광역시 동구 중앙대로 357 (수정동) 협성휴포레부산진역APT,0,0
"부산광역시 동구 망양로 836, (수정동) 1층",0,0
부산광역시 동구 수정로 28-1 1층,0,0
부산광역시 동구 진성로 75-2,0,0
부산광역시 동구 홍곡로 47,0,0
부산광역시 동구 중앙대로 357 (수정동) 협성휴포레부산진역APT,0,0
"부선광역시 동구 자성로 2, 104동 103호",0,0
부산광역시 동구 진성로 36,0,0
"부선광역시 동구 자성로 2, 104동 103호",0,0
부산광역시 동구 진성로 36,0,0
"부산광역시 동구 중앙대로 206, 부산지하철역내 (초량동)",0,0
"부산광역시 동구 중앙대로196번길 10, (초량동, 부산역라마다앙코르호텔)",0,0
부산광역시 동구 충장대로 160 (초량동),0,0
부산광역시 동구 충장대로 160 (초량동),0,0
부산광역시 동구 중앙대로 209 (초량동),0,0
"부산광역시 동구 중앙대로 206, 부산지하철역내 (초량동)",0,0
부산광역시 동구 중앙대로 243-15(초량동) 1층,0,0
부산광역시 동구 중앙대로286번길 4,0,0
부산광역시 동구 중앙대로214번길 3-2,0,0
부산광역시 동구 망양로 608,0,0
"부산광역시 동구 중앙대로196번길 6-14, (초량동)",0,0
부산광역시 동구 초량중로 73-1,0,0
"부산광역시 동구 초량중로 34, (초량동)",0,0
부산광역시 동구 고관로 40 1층 B203호,0,0
부산광역시 동래구 충렬대로 187 대동병원 (명륜동) 대동병원,0,0
부산광역시 동래구 명륜로 128-1 (명륜동),0,0
